node_id,test_file,status,verification_scope,evidence
tests/test_dynamic_coupled_patient_ecmo.py::test_true_chatter_is_immediate_but_display_latches_after_delay,tests/test_dynamic_coupled_patient_ecmo.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_dynamic_coupled_patient_ecmo.py::test_low_volume_and_negative_p1_advisories_use_true_state,tests/test_dynamic_coupled_patient_ecmo.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_dynamic_coupled_patient_ecmo.py::test_negative_time_rejected,tests/test_dynamic_coupled_patient_ecmo.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_console.py::test_basic_console_run_produces_consistent_bridge_closed_state,tests/test_ecmo_console.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_console.py::test_zero_rpm_gives_zero_flow,tests/test_ecmo_console.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_console.py::test_bridge_target_flow_actually_achieves_target,tests/test_ecmo_console.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_console.py::test_bridge_target_flow_shows_recirculation_at_cdi,tests/test_ecmo_console.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_console.py::test_direct_clamp_position_ignored_when_target_flow_given,tests/test_ecmo_console.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_console.py::test_direct_clamp_position_used_when_no_target_given,tests/test_ecmo_console.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_console.py::test_hemofilter_configuration_reduces_shunt_flow_vs_open,tests/test_ecmo_console.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_console.py::test_ckrt_configuration_matches_open_shunt_flow,tests/test_ecmo_console.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_console.py::test_fdo2_is_rounded_to_real_blender_step,tests/test_ecmo_console.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_console.py::test_lower_fdo2_reduces_post_oxygenator_saturation,tests/test_ecmo_console.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_console.py::test_higher_sweep_gas_flow_improves_co2_clearance,tests/test_ecmo_console.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_console.py::test_shunt_and_bridge_clot_fraction_pass_through_without_error,tests/test_ecmo_console.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_console.py::test_ecmo_console_does_not_import_patient_physiology_modules,tests/test_ecmo_console.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_patient_closed_loop_map.py::test_increasing_va_patient_flow_increases_settled_map,tests/test_ecmo_patient_closed_loop_map.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_patient_closed_loop_map.py::test_stopping_ecmo_returns_map_to_patient_baseline,tests/test_ecmo_patient_closed_loop_map.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_patient_closed_loop_map.py::test_bridge_recirculation_does_not_count_as_map_support,tests/test_ecmo_patient_closed_loop_map.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_patient_closed_loop_map.py::test_increased_map_feeds_back_and_limits_flow_relative_to_fixed_baseline_map,tests/test_ecmo_patient_closed_loop_map.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_patient_closed_loop_map.py::test_pulse_pressure_can_fall_while_map_rises,tests/test_ecmo_patient_closed_loop_map.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_patient_closed_loop_map.py::test_closed_loop_converges_and_preserves_branch_conservation,tests/test_ecmo_patient_closed_loop_map.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_patient_coupling_contract.py::test_contract_translates_existing_patient_and_ecmo_without_changing_solvers,tests/test_ecmo_patient_coupling_contract.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_patient_coupling_contract.py::test_ecmo_contract_preserves_branch_flow_conservation,tests/test_ecmo_patient_coupling_contract.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_patient_coupling_contract.py::test_invalid_saturation_is_rejected,tests/test_ecmo_patient_coupling_contract.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_patient_coupling_contract.py::test_nonconserving_ecmo_delivery_is_rejected,tests/test_ecmo_patient_coupling_contract.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_patient_coupling_contract.py::test_contract_validation_is_explicit_and_side_effect_free,tests/test_ecmo_patient_coupling_contract.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_patient_gas_behavior.py::test_increasing_patient_directed_ecmo_flow_raises_patient_pao2_and_oxygen_delivery,tests/test_ecmo_patient_gas_behavior.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_patient_gas_behavior.py::test_sweep_is_dominant_control_of_patient_co2_at_fixed_blood_flow,tests/test_ecmo_patient_gas_behavior.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_patient_gas_behavior.py::test_flow_has_smaller_secondary_co2_effect_than_sweep_change,tests/test_ecmo_patient_gas_behavior.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_patient_gas_behavior.py::test_unified_patient_consumes_return_po2_and_pco2_not_just_saturation,tests/test_ecmo_patient_gas_behavior.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_patient_gas_behavior.py::test_solved_ecmo_delivery_can_drive_unified_patient_port,tests/test_ecmo_patient_gas_behavior.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_patient_hydraulic_coupling.py::test_higher_map_reduces_patient_directed_flow_at_same_rpm,tests/test_ecmo_patient_hydraulic_coupling.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_patient_hydraulic_coupling.py::test_higher_cvp_increases_patient_directed_flow_at_same_rpm_and_map,tests/test_ecmo_patient_hydraulic_coupling.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_patient_hydraulic_coupling.py::test_higher_cvp_makes_p1_less_negative,tests/test_ecmo_patient_hydraulic_coupling.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_patient_hydraulic_coupling.py::test_branch_flow_conservation_is_preserved_with_live_patient_pressures,tests/test_ecmo_patient_hydraulic_coupling.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_patient_hydraulic_coupling.py::test_legacy_uncoupled_console_behavior_remains_available,tests/test_ecmo_patient_hydraulic_coupling.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_preload_drainage_coupling.py::test_lower_blood_volume_reduces_sustainable_drainage_and_patient_flow,tests/test_ecmo_preload_drainage_coupling.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_preload_drainage_coupling.py::test_hypovolemia_makes_effective_drainage_pressure_more_negative,tests/test_ecmo_preload_drainage_coupling.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_preload_drainage_coupling.py::test_excessive_rpm_with_low_volume_produces_chatter,tests/test_ecmo_preload_drainage_coupling.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_preload_drainage_coupling.py::test_lowering_rpm_can_reduce_or_clear_chatter,tests/test_ecmo_preload_drainage_coupling.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_preload_drainage_coupling.py::test_bridge_flow_does_not_expand_patient_drainage_capacity,tests/test_ecmo_preload_drainage_coupling.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_preload_drainage_coupling.py::test_normal_volume_at_moderate_rpm_does_not_chatter,tests/test_ecmo_preload_drainage_coupling.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_workspace_dynamic_integration.py::test_workspace_exposes_coupled_patient_state,tests/test_ecmo_workspace_dynamic_integration.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_workspace_dynamic_integration.py::test_workspace_advance_uses_delayed_display_flow,tests/test_ecmo_workspace_dynamic_integration.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_workspace_dynamic_integration.py::test_workspace_sweep_change_reaches_patient_co2_with_display_lag,tests/test_ecmo_workspace_dynamic_integration.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_workspace_events.py::test_workspace_emits_structured_control_change_events,tests/test_ecmo_workspace_events.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_workspace_events.py::test_workspace_does_not_emit_duplicate_event_for_noop_update,tests/test_ecmo_workspace_events.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_workspace_events.py::test_workspace_generic_event_hook_supports_future_interventions_without_scenario_engine,tests/test_ecmo_workspace_events.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_workspace_model.py::test_stopped_pump_applies_zero_rpm_and_flow,tests/test_ecmo_workspace_model.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_workspace_model.py::test_starting_pump_uses_commanded_rpm_and_produces_flow,tests/test_ecmo_workspace_model.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_workspace_model.py::test_bridge_opening_redistributes_flow_without_setting_total_flow_directly,tests/test_ecmo_workspace_model.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_workspace_model.py::test_fdo2_and_sweep_controls_reach_console_solver,tests/test_ecmo_workspace_model.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ecmo_workspace_model.py::test_shunt_configuration_is_supported_by_workspace_model,tests/test_ecmo_workspace_model.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_event_stream.py::test_event_record_requires_machine_readable_identity_and_aware_timestamp,tests/test_event_stream.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_event_stream.py::test_event_record_round_trips_through_stable_dictionary_schema,tests/test_event_stream.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_event_stream.py::test_event_stream_is_append_only_and_serializes_json_lines,tests/test_event_stream.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_event_stream.py::test_event_stream_rejects_non_serializable_payloads,tests/test_event_stream.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_external_cannula_fixtures.py::test_manufacturer_anchor_points_are_reproduced,tests/test_external_cannula_fixtures.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_external_cannula_fixtures.py::test_larger_cannula_has_lower_loss_at_same_flow,tests/test_external_cannula_fixtures.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_external_cannula_fixtures.py::test_patient_engine_does_not_import_bench_fixtures,tests/test_external_cannula_fixtures.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_external_cannula_fixtures.py::test_overlay_module_is_external_only,tests/test_external_cannula_fixtures.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_external_cannula_fixtures.py::test_patient_engine_does_not_import_regression_or_pump_fixtures,tests/test_external_cannula_fixtures.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fixed_shunt.py::test_zero_pressure_difference_gives_zero_flow,tests/test_fixed_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fixed_shunt.py::test_flow_runs_from_high_to_low_pressure,tests/test_fixed_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fixed_shunt.py::test_reversed_pressure_gradient_gives_negative_flow_not_an_error,tests/test_fixed_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fixed_shunt.py::test_larger_pressure_difference_increases_flow_magnitude,tests/test_fixed_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fixed_shunt.py::test_hemofilter_installed_but_inactive_still_adds_resistance,tests/test_fixed_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fixed_shunt.py::test_scuffing_active_state_does_not_change_hydraulic_resistance,tests/test_fixed_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fixed_shunt.py::test_removing_filter_lowers_resistance_raises_flow,tests/test_fixed_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fixed_shunt.py::test_ckrt_configuration_behaves_identically_to_open_hydraulically,tests/test_fixed_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fixed_shunt.py::test_ckrt_shunt_flow_still_responds_to_clot_fraction,tests/test_fixed_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fixed_shunt.py::test_ckrt_blood_flow_field_does_not_affect_shunt_hydraulics,tests/test_fixed_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fixed_shunt.py::test_ckrt_gives_more_shunt_flow_than_hemofilter,tests/test_fixed_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fixed_shunt.py::test_clot_fraction_raises_resistance_lowers_flow,tests/test_fixed_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fixed_shunt.py::test_filtrate_accumulates_only_with_hemofilter_and_active,tests/test_fixed_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fixed_shunt.py::test_filtrate_does_not_accumulate_if_hemofilter_but_inactive,tests/test_fixed_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fixed_shunt.py::test_filtrate_does_not_accumulate_if_active_but_not_hemofilter,tests/test_fixed_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fixed_shunt.py::test_filtrate_does_not_accumulate_during_ckrt_even_if_active_flag_set,tests/test_fixed_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fixed_shunt.py::test_ckrt_net_ultrafiltration_accumulates_while_machine_is_running,tests/test_fixed_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fixed_shunt.py::test_ckrt_net_ultrafiltration_does_not_accumulate_if_machine_not_running,tests/test_fixed_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fixed_shunt.py::test_ckrt_net_ultrafiltration_is_much_smaller_than_ckrt_blood_flow,tests/test_fixed_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fixed_shunt.py::test_filtrate_removal_rejects_negative_dt,tests/test_fixed_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fixed_shunt.py::test_bench_sweep_returns_one_point_per_downstream_step,tests/test_fixed_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fixed_shunt.py::test_fixed_shunt_module_does_not_import_patient_physiology_modules,tests/test_fixed_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fluid_feedback.py::test_fluid_changes_true_blood_volume,tests/test_fluid_feedback.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fluid_feedback.py::test_uf_reduces_true_blood_volume_and_flow,tests/test_fluid_feedback.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fluid_feedback.py::test_fluid_increases_preload,tests/test_fluid_feedback.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_fluid_feedback.py::test_cvlung_uf_keeps_gas_and_reduces_flow,tests/test_fluid_feedback.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange.py::test_normal_room_air_gas_exchange_is_plausible_for_reference_neonate,tests/test_gas_exchange.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange.py::test_increasing_fio2_increases_arterial_oxygenation,tests/test_gas_exchange.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange.py::test_hypoventilation_increases_co2,tests/test_gas_exchange.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange.py::test_dead_space_increases_co2_at_same_mechanics,tests/test_gas_exchange.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange.py::test_shunt_reduces_oxygenation_without_directly_changing_ventilation,tests/test_gas_exchange.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange.py::test_reduced_diffusion_reduces_oxygenation,tests/test_gas_exchange.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange.py::test_neolung_still_does_not_import_neocirculation,tests/test_gas_exchange.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange.py::test_high_vq_mismatch_behaves_like_added_dead_space,tests/test_gas_exchange.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange.py::test_low_vq_mismatch_reduces_oxygenation,tests/test_gas_exchange.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange_module.py::test_efficiency_is_full_at_or_below_rated_flow,tests/test_gas_exchange_module.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange_module.py::test_efficiency_falls_off_beyond_rated_flow,tests/test_gas_exchange_module.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange_module.py::test_obstruction_reduces_effective_rated_flow,tests/test_gas_exchange_module.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange_module.py::test_outlet_saturation_rises_toward_ceiling_at_low_flow,tests/test_gas_exchange_module.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange_module.py::test_outlet_saturation_lower_at_flow_far_beyond_rated,tests/test_gas_exchange_module.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange_module.py::test_lower_fdo2_caps_achievable_saturation,tests/test_gas_exchange_module.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange_module.py::test_oxygenator_never_actively_desaturates_blood,tests/test_gas_exchange_module.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange_module.py::test_clotted_membrane_reduces_outlet_saturation_at_high_flow,tests/test_gas_exchange_module.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange_module.py::test_co2_clearance_full_once_sweep_matches_blood_flow,tests/test_gas_exchange_module.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange_module.py::test_co2_clearance_reduced_when_sweep_insufficient,tests/test_gas_exchange_module.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange_module.py::test_outlet_paco2_drops_toward_floor_with_adequate_sweep,tests/test_gas_exchange_module.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange_module.py::test_outlet_paco2_stays_high_with_insufficient_sweep,tests/test_gas_exchange_module.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange_module.py::test_bench_sweep_returns_one_point_per_flow_step,tests/test_gas_exchange_module.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange_module.py::test_blender_clamps_below_room_air_floor,tests/test_gas_exchange_module.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange_module.py::test_blender_clamps_above_pure_o2_ceiling,tests/test_gas_exchange_module.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange_module.py::test_blender_rounds_to_nearest_one_percent,tests/test_gas_exchange_module.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange_module.py::test_outlet_saturation_floors_fdo2_at_room_air,tests/test_gas_exchange_module.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_gas_exchange_module.py::test_gas_exchange_modules_do_not_import_patient_physiology_modules,tests/test_gas_exchange_module.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_interventions_phase2b.py::test_volume_intervention_uses_authoritative_patient_volume_mechanism_and_emits_event,tests/test_interventions_phase2b.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_interventions_phase2b.py::test_volume_intervention_rejects_non_positive_or_nonfinite_values,tests/test_interventions_phase2b.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_interventions_phase2b.py::test_ckrt_prescription_is_stored_but_inactive_when_shunt_is_not_ckrt,tests/test_interventions_phase2b.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_interventions_phase2b.py::test_ckrt_prescription_removes_fluid_only_when_ckrt_selected_and_blood_flow_running,tests/test_interventions_phase2b.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_interventions_phase2b.py::test_ckrt_zero_blood_flow_gates_net_uf_even_when_ckrt_selected,tests/test_interventions_phase2b.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_interventions_phase2b.py::test_ckrt_prescription_rejects_negative_or_nonfinite_values,tests/test_interventions_phase2b.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_kidney_live_coupling.py::test_standalone_normal_urine,tests/test_kidney_live_coupling.py,PASS,prior continuation direct/bounded verification,carried-forward: START_HERE_PHASE6_HANDOFF_2026-08-11.md explicit direct/bounded zero-exit result
tests/test_kidney_live_coupling.py::test_live_cv_drives_kidney,tests/test_kidney_live_coupling.py,PASS,prior continuation direct/bounded verification,carried-forward: START_HERE_PHASE6_HANDOFF_2026-08-11.md explicit direct/bounded zero-exit result
tests/test_kidney_live_coupling.py::test_renal_vasoconstriction_reduces_rbf,tests/test_kidney_live_coupling.py,PASS,prior continuation direct/bounded verification,carried-forward: START_HERE_PHASE6_HANDOFF_2026-08-11.md explicit direct/bounded zero-exit result
tests/test_kidney_live_coupling.py::test_live_cvlung_normal_is_stable,tests/test_kidney_live_coupling.py,PASS,prior continuation direct/bounded verification,carried-forward: START_HERE_PHASE6_HANDOFF_2026-08-11.md explicit direct/bounded zero-exit result
tests/test_kidney_live_coupling.py::test_peep_can_reduce_renal_perfusion,tests/test_kidney_live_coupling.py,PASS,prior continuation direct/bounded verification,carried-forward: START_HERE_PHASE6_HANDOFF_2026-08-11.md explicit direct/bounded zero-exit result
tests/test_kidney_live_coupling.py::test_hypoxia_does_not_directly_fake_renal_failure,tests/test_kidney_live_coupling.py,PASS,prior continuation direct/bounded verification,carried-forward: START_HERE_PHASE6_HANDOFF_2026-08-11.md explicit direct/bounded zero-exit result
tests/test_labs_phase2c.py::test_lab_queue_freezes_nested_values_and_uses_deterministic_ids,tests/test_labs_phase2c.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_labs_phase2c.py::test_patient_gas_is_frozen_at_sample_time_and_rejects_pending_native_state,tests/test_labs_phase2c.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_labs_phase2c.py::test_post_oxygenator_gas_freezes_collection_value_not_future_console_value,tests/test_labs_phase2c.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_labs_phase2c.py::test_lab_order_and_result_available_events_are_separate_and_result_event_emits_once,tests/test_labs_phase2c.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_labs_phase2c.py::test_zero_turnaround_still_preserves_distinct_order_and_availability_events,tests/test_labs_phase2c.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_labs_phase2c.py::test_unsupported_or_invalid_lab_orders_are_rejected_without_events,tests/test_labs_phase2c.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_lung_standalone.py::test_normal_lung_produces_neonatal_scale_tidal_volume,tests/test_lung_standalone.py,PASS,prior continuation direct/bounded verification,carried-forward: START_HERE_PHASE6_HANDOFF_2026-08-11.md explicit direct/bounded zero-exit result
